basin_id,q_mean,q_runoff_ratio,q_elas_Sankarasubramanian,slope_sawicz,baseflow_index,hfd_mean,hfd_std,q_5,q_95,hq_freq,hq_dur,lq_freq,lq_dur,zero_q_freq,p_mean,pet_mean,aridity,p_seasonality,frac_snow,hp_freq,hp_dur,hp_time,lp_freq,lp_dur,lp_time,num_years_hydro,start_date_hydro,end_date_hydro,num_years_climatic,start_date_climatic,end_date_climatic
AT000082,3.872,1.209,0.99,2.714,0.63,252.745,12.129,0.596,9.617,0.054,1.0,36.536,2.91,0.0,3.187,1.453,0.456,0.502,0.298,14.357,1.215,Summer,203.119,3.705,Winter,56.0,1966-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000083,3.774,1.134,0.949,2.857,0.697,249.4,8.588,0.765,11.014,0.538,2.0,17.614,12.053,0.0,3.169,1.501,0.474,0.509,0.281,15.177,1.206,Summer,204.626,3.747,Winter,26.0,1996-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000084,3.684,1.151,0.916,2.811,0.664,255.029,12.86,0.606,9.261,0.085,1.0,34.042,4.27,0.0,3.189,1.46,0.458,0.502,0.296,14.451,1.216,Summer,203.287,3.713,Winter,71.0,1951-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000085,3.15,1.067,0.572,1.047,0.668,,,1.108,5.55,,,4.99,1.25,0.0,3.734,1.354,0.363,0.451,0.341,12.682,1.203,Summer,191.83,3.427,Winter,1.0,1976-01-01 00:00:00,1976-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000086,3.604,0.991,0.976,1.609,0.695,231.255,15.337,0.599,7.431,0.018,1.0,22.875,1.998,0.0,3.594,1.388,0.386,0.464,0.327,13.158,1.21,Summer,194.048,3.477,Winter,56.0,1966-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000087,3.584,1.069,0.952,2.015,0.731,246.182,11.818,0.994,7.889,0.054,1.0,4.357,1.921,0.0,3.342,1.523,0.456,0.485,0.281,14.151,1.197,Summer,199.572,3.605,Winter,56.0,1966-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000088,2.072,0.793,1.451,1.915,0.775,,,0.933,3.913,,,,,0.0,2.992,1.49,0.498,0.427,0.329,12.831,1.176,Summer,198.014,3.59,Winter,1.0,1976-01-01 00:00:00,1976-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000089,2.671,0.741,1.301,3.045,0.581,235.7,11.601,0.324,8.169,2.439,1.333,53.269,13.65,0.0,3.665,1.91,0.521,0.447,0.191,16.315,1.186,Summer,203.989,3.515,Fall,41.0,1981-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000090,2.916,0.636,1.234,1.464,0.724,217.6,17.283,1.099,7.215,0.585,1.6,,,0.0,4.593,1.875,0.408,0.35,0.212,14.314,1.232,Summer,196.585,3.396,Fall,41.0,1981-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000091,2.779,0.719,1.866,2.077,0.586,,,1.003,6.731,2.994,3.0,0.998,1.0,0.0,4.409,1.883,0.427,0.366,0.21,14.273,1.22,Summer,197.034,3.387,Fall,1.0,1976-01-01 00:00:00,1976-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000092,1.713,0.464,1.363,1.221,0.818,201.667,25.461,0.781,3.406,0.062,1.0,0.875,3.5,0.0,3.676,1.775,0.483,0.465,0.215,15.485,1.172,Summer,198.641,3.474,Fall,16.0,2006-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000093,3.585,0.968,1.03,2.084,0.68,230.161,11.411,1.033,9.273,0.531,1.214,1.031,4.125,0.0,3.68,1.771,0.481,0.466,0.217,15.322,1.172,Summer,198.927,3.474,Fall,32.0,1990-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000094,3.467,0.96,0.943,2.12,0.745,239.065,11.186,0.923,8.327,0.061,1.0,6.02,13.409,0.0,3.676,1.775,0.483,0.465,0.215,15.485,1.172,Summer,198.641,3.474,Fall,49.0,1971-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000095,2.962,0.801,1.271,1.979,0.73,235.271,11.495,0.882,7.047,0.197,1.077,2.93,5.943,0.0,3.683,1.772,0.481,0.466,0.217,15.348,1.173,Summer,198.966,3.476,Fall,71.0,1951-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000096,2.725,0.885,1.068,2.155,0.789,252.543,8.924,0.904,6.342,,,0.014,1.0,0.0,3.074,1.519,0.494,0.426,0.318,12.817,1.176,Summer,195.619,3.539,Winter,71.0,1951-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000097,2.213,0.576,1.192,1.674,0.691,214.912,16.493,0.648,5.661,0.914,1.333,0.343,4.0,0.0,3.824,1.856,0.485,0.442,0.201,14.872,1.187,Summer,198.177,3.44,Fall,35.0,1987-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000098,2.232,0.552,1.014,1.644,0.679,210.308,19.903,0.712,5.477,0.8,1.391,1.875,7.5,0.0,4.083,1.934,0.474,0.407,0.189,14.817,1.202,Summer,196.898,3.391,Fall,40.0,1982-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000099,3.316,0.768,1.209,1.938,0.636,230.6,26.202,0.91,8.414,1.831,1.31,1.735,2.118,0.0,4.302,1.999,0.465,0.376,0.174,15.185,1.218,Summer,198.313,3.391,Fall,21.0,2001-04-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000100,2.522,0.595,0.745,1.372,0.649,195.72,25.498,0.89,6.208,1.423,1.609,4.462,2.9,0.0,4.169,2.05,0.492,0.395,0.156,15.321,1.209,Summer,200.395,3.417,Fall,26.0,1996-01-02 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000101,3.724,0.876,1.087,1.521,0.591,200.973,25.549,1.196,9.985,4.026,1.577,0.737,9.333,0.0,4.291,2.004,0.467,0.377,0.172,15.266,1.214,Summer,198.436,3.39,Fall,38.0,1984-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000102,2.34,0.539,2.188,1.989,0.579,205.762,40.333,0.532,6.194,3.137,1.533,12.137,6.209,0.0,4.326,1.99,0.46,0.372,0.177,15.117,1.224,Summer,198.136,3.397,Fall,22.0,2000-01-02 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000103,3.024,0.81,1.178,2.298,0.676,230.371,12.333,0.682,8.176,0.563,1.25,10.789,8.149,0.0,3.716,1.74,0.468,0.476,0.226,15.023,1.183,Summer,197.688,3.426,Fall,71.0,1951-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000104,3.247,0.881,1.256,2.001,0.672,230.611,10.03,0.759,8.687,0.538,1.0,7.159,9.5,0.0,3.715,1.74,0.468,0.477,0.226,15.052,1.184,Summer,197.378,3.42,Fall,19.0,2003-06-04 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000105,2.875,0.736,1.176,2.118,0.678,224.817,13.258,0.761,7.433,0.689,1.273,4.344,8.281,0.0,3.884,1.8,0.463,0.444,0.216,14.858,1.195,Summer,196.272,3.398,Fall,61.0,1961-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000106,2.945,0.77,1.13,2.212,0.682,227.857,12.853,0.744,7.569,0.662,1.237,5.704,9.878,0.0,3.807,1.772,0.466,0.459,0.22,14.981,1.199,Summer,196.898,3.422,Fall,71.0,1951-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000107,3.504,0.892,1.19,1.816,0.697,218.815,12.296,1.13,8.877,0.652,1.162,1.273,6.462,0.0,3.904,1.782,0.456,0.444,0.222,14.586,1.204,Summer,196.626,3.372,Fall,66.0,1956-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000108,3.35,0.839,1.122,1.731,0.695,215.75,13.514,1.155,7.926,0.517,1.0,0.138,1.333,0.0,3.995,1.825,0.457,0.426,0.213,14.368,1.205,Summer,195.265,3.365,Fall,29.0,1993-01-02 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000109,4.845,1.104,0.701,1.002,0.808,204.682,16.058,2.611,9.019,0.043,1.0,,,0.0,4.37,1.973,0.452,0.367,0.183,15.226,1.224,Summer,197.47,3.389,Fall,23.0,1999-01-02 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000110,4.004,0.92,1.218,1.268,0.723,206.0,18.661,1.787,8.737,0.736,1.182,,,0.0,4.37,1.973,0.452,0.367,0.183,15.226,1.224,Summer,197.47,3.389,Fall,18.0,2004-04-30 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000111,2.966,0.788,0.9,4.524,0.661,268.186,8.229,0.301,9.326,4.352,1.679,97.506,13.986,0.0,3.746,1.414,0.377,0.453,0.32,12.845,1.196,Summer,191.136,3.408,Winter,71.0,1951-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000112,6.44,1.503,0.444,6.418,0.596,289.875,5.638,0.218,26.409,69.583,9.004,174.533,57.02,0.0,4.029,1.364,0.338,0.451,0.342,12.362,1.167,Summer,187.131,3.302,Fall,33.0,1989-01-02 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000113,5.173,1.285,0.604,5.776,0.642,278.933,5.954,0.381,17.092,11.098,2.249,137.051,40.386,0.0,3.934,1.324,0.337,0.45,0.353,12.008,1.19,Summer,188.847,3.356,Winter,61.0,1961-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000114,4.665,1.129,0.508,4.596,0.67,277.62,6.496,0.534,14.973,7.255,1.968,95.607,31.256,0.0,4.029,1.364,0.338,0.451,0.342,12.362,1.167,Summer,187.131,3.302,Fall,51.0,1971-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000115,4.411,1.038,0.689,4.053,0.691,267.585,7.183,0.76,13.105,2.524,2.12,41.144,13.395,0.0,4.029,1.364,0.338,0.451,0.342,12.362,1.167,Summer,187.131,3.302,Fall,42.0,1980-01-02 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000116,2.904,0.776,1.266,2.184,0.694,233.912,9.385,0.76,7.978,0.229,1.0,5.257,8.762,0.0,3.715,1.74,0.468,0.477,0.226,15.052,1.184,Summer,197.378,3.42,Fall,35.0,1987-01-02 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000117,3.608,0.934,0.62,3.757,0.698,267.143,6.815,0.603,10.662,1.958,1.635,42.605,9.853,0.0,3.848,1.458,0.379,0.456,0.308,12.695,1.175,Summer,188.864,3.348,Winter,71.0,1951-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000118,3.849,0.921,0.823,3.153,0.702,257.844,9.63,0.716,11.004,0.652,1.483,26.151,15.55,0.0,4.17,1.384,0.332,0.446,0.337,12.654,1.16,Summer,186.734,3.247,Fall,66.0,1951-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000119,3.033,0.804,0.717,1.74,0.731,230.607,11.858,0.921,7.598,0.349,1.25,0.489,2.0,0.0,3.802,1.748,0.46,0.464,0.228,14.75,1.194,Summer,197.784,3.365,Fall,29.0,1993-05-19 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000120,5.14,1.154,0.574,1.326,0.704,218.2,18.609,1.519,10.039,,,6.892,1.617,0.0,4.259,1.411,0.331,0.444,0.329,12.844,1.15,Summer,187.129,3.225,Fall,46.0,1976-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000121,9.276,2.17,0.672,2.777,0.579,185.867,35.888,0.927,21.59,,,45.296,2.728,0.0,4.176,1.452,0.348,0.45,0.311,12.872,1.141,Summer,187.673,3.231,Fall,61.0,1961-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000122,4.15,1.043,0.863,3.103,0.766,266.183,8.744,0.897,10.447,0.049,1.0,11.869,11.312,0.0,3.921,1.498,0.382,0.478,0.274,13.634,1.144,Summer,193.292,3.259,Fall,61.0,1961-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000123,3.319,0.853,0.709,2.773,0.78,257.914,8.291,0.902,7.851,0.014,1.0,2.324,3.0,0.0,3.875,1.524,0.393,0.481,0.262,13.742,1.149,Summer,194.49,3.275,Fall,71.0,1951-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000124,3.469,0.9,1.161,2.17,0.753,256.367,11.338,1.062,9.266,0.787,2.526,0.311,19.0,0.0,3.814,1.528,0.4,0.488,0.253,13.907,1.141,Summer,196.151,3.269,Winter,61.0,1961-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000125,3.34,0.867,0.846,1.964,0.795,246.517,11.524,1.191,7.688,0.016,1.0,,,0.0,3.813,1.528,0.401,0.489,0.253,13.934,1.14,Summer,196.219,3.268,Winter,61.0,1961-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000126,6.515,1.78,0.434,3.257,0.618,255.026,11.421,0.61,16.736,,,61.704,3.021,0.0,3.661,1.568,0.428,0.502,0.216,14.844,1.162,Summer,201.725,3.336,Winter,40.0,1982-01-02 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000127,4.074,1.105,1.124,3.022,0.689,256.6,9.912,0.737,11.476,0.535,1.267,27.267,5.408,0.0,3.664,1.566,0.427,0.502,0.218,14.865,1.162,Summer,202.004,3.341,Winter,71.0,1951-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000128,3.58,0.909,0.926,1.964,0.794,245.969,8.173,1.357,7.468,,,0.121,1.0,0.0,3.852,1.557,0.404,0.47,0.265,12.953,1.167,Summer,189.904,3.286,Winter,33.0,1989-01-02 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000129,3.139,0.848,1.061,2.826,0.677,245.457,11.053,0.648,9.181,1.141,1.761,15.774,9.573,0.0,3.676,1.501,0.408,0.494,0.243,14.402,1.157,Summer,200.204,3.306,Winter,71.0,1951-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000130,2.938,0.754,1.209,1.648,0.678,209.434,15.979,0.938,7.616,0.891,1.256,2.782,9.562,0.0,3.941,1.853,0.47,0.421,0.195,14.723,1.204,Summer,197.572,3.324,Fall,56.0,1966-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000131,9.35,2.278,0.851,3.794,0.604,244.333,8.76,1.061,29.667,1.029,1.522,77.356,17.891,0.0,4.135,1.856,0.449,0.394,0.191,15.043,1.221,Summer,197.6,3.335,Fall,34.0,1988-01-02 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000132,3.92,0.96,1.212,2.445,0.62,226.571,14.065,0.771,10.577,1.775,1.385,19.651,9.178,0.0,4.066,1.856,0.456,0.405,0.191,14.518,1.215,Summer,197.524,3.33,Fall,71.0,1951-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000133,4.499,1.044,1.138,3.514,0.614,247.283,10.569,0.536,14.632,2.705,1.755,69.755,24.314,0.0,4.299,1.872,0.436,0.39,0.165,15.337,1.225,Summer,195.547,3.309,Fall,61.0,1961-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000134,3.43,0.892,1.083,2.027,0.78,242.457,9.479,1.197,7.627,0.028,1.0,0.014,1.0,0.0,3.83,1.649,0.431,0.464,0.237,13.43,1.186,Summer,190.612,3.265,Fall,71.0,1951-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000135,3.703,0.85,1.092,2.147,0.699,237.909,11.0,1.17,9.157,0.482,1.35,,,0.0,4.345,1.843,0.424,0.39,0.18,14.899,1.232,Summer,194.939,3.326,Fall,56.0,1965-01-01 00:00:00,2020-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000136,3.487,0.888,1.214,1.911,0.775,239.3,9.937,1.282,7.628,0.07,1.0,0.028,1.0,0.0,3.91,1.695,0.434,0.447,0.222,13.375,1.193,Summer,189.224,3.242,Fall,71.0,1951-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000137,2.35,0.608,1.052,2.247,0.472,194.871,33.682,0.326,7.147,6.687,1.476,41.219,4.486,0.0,3.846,2.107,0.548,0.361,0.069,15.296,1.203,Summer,202.847,3.447,Fall,32.0,1990-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000138,3.838,0.926,1.247,3.235,0.471,234.243,12.115,0.294,13.114,9.282,1.536,76.577,8.495,0.0,4.127,1.976,0.479,0.373,0.122,15.117,1.22,Summer,197.742,3.368,Fall,71.0,1951-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000139,2.174,0.562,1.133,1.587,0.683,182.917,33.982,0.718,4.87,0.659,2.667,2.388,5.8,0.0,3.856,2.101,0.545,0.355,0.072,15.226,1.208,Summer,203.293,3.456,Fall,25.0,1997-09-17 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000140,2.352,0.606,1.278,1.585,0.677,188.279,31.129,0.712,5.556,1.043,1.46,2.229,5.778,0.0,3.853,2.102,0.546,0.357,0.072,15.28,1.205,Summer,203.416,3.458,Fall,70.0,1951-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000141,3.002,0.776,1.13,2.526,0.677,231.933,12.425,0.607,8.587,0.754,1.769,17.902,15.167,0.0,3.822,1.75,0.458,0.462,0.229,14.873,1.2,Summer,198.137,3.368,Fall,61.0,1961-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000142,3.177,0.845,1.359,2.601,0.647,231.443,15.088,0.624,9.352,1.577,1.556,19.07,10.415,0.0,3.745,1.795,0.479,0.469,0.206,15.226,1.205,Summer,200.402,3.373,Fall,71.0,1951-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000143,2.171,0.565,1.488,2.358,0.668,223.05,17.2,0.484,5.972,0.771,1.567,12.623,8.37,0.0,3.81,1.763,0.463,0.462,0.223,15.089,1.196,Summer,198.449,3.365,Fall,61.0,1961-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000144,3.87,0.875,1.31,2.019,0.741,231.85,13.479,1.07,8.849,0.377,1.353,2.82,6.88,0.0,4.431,1.917,0.433,0.357,0.197,14.858,1.235,Summer,196.612,3.39,Fall,61.0,1961-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000146,3.328,0.809,1.25,1.976,0.701,225.229,13.688,0.935,7.92,0.592,1.167,0.62,1.375,0.0,4.098,1.854,0.452,0.407,0.193,14.518,1.214,Summer,194.245,3.318,Fall,71.0,1951-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000147,1.557,0.501,1.098,1.307,0.595,185.289,38.291,0.441,3.858,6.103,1.516,2.026,4.647,0.0,3.168,2.148,0.678,0.365,0.06,16.015,1.212,Summer,210.885,3.589,Fall,39.0,1983-01-02 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000148,3.405,0.863,1.185,1.747,0.772,234.3,11.148,1.301,7.389,0.082,1.0,0.016,1.0,0.0,3.932,1.764,0.449,0.431,0.2,13.28,1.198,Summer,188.748,3.236,Fall,61.0,1961-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000149,1.004,0.363,1.662,2.493,0.431,183.444,47.333,0.119,3.724,14.5,2.231,54.824,7.144,0.0,2.763,2.19,0.793,0.399,0.054,17.307,1.206,Summer,221.267,3.78,Fall,46.0,1976-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000150,1.027,0.367,1.57,1.812,0.539,183.114,40.796,0.2,3.186,6.437,2.077,19.056,7.601,0.0,2.783,2.19,0.787,0.399,0.054,17.416,1.208,Summer,220.818,3.765,Fall,71.0,1951-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000151,1.937,0.509,1.16,1.335,0.753,184.0,31.272,0.585,4.255,0.109,5.0,8.804,15.0,0.0,3.818,2.109,0.552,0.361,0.068,15.321,1.203,Summer,203.791,3.465,Fall,46.0,1976-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000152,1.853,0.516,1.23,2.114,0.516,181.75,40.912,0.286,5.3,6.541,1.624,31.543,5.21,0.0,3.595,2.12,0.59,0.362,0.066,15.253,1.209,Summer,205.002,3.494,Fall,37.0,1985-01-02 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000153,1.392,0.401,1.446,1.457,0.7,185.556,37.716,0.375,3.265,1.065,1.75,10.195,11.167,0.0,3.502,2.125,0.607,0.362,0.065,15.321,1.208,Summer,205.913,3.514,Fall,46.0,1976-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000154,1.163,0.394,0.792,1.152,0.683,180.933,21.823,0.453,2.705,1.37,1.465,0.283,1.857,0.0,2.977,2.105,0.707,0.332,0.073,16.206,1.205,Summer,212.159,3.64,Fall,46.0,1976-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000155,0.746,0.253,1.268,1.243,0.653,183.0,24.492,0.285,1.808,2.589,1.51,0.018,1.0,0.0,2.976,2.106,0.708,0.333,0.072,16.164,1.206,Summer,213.09,3.656,Fall,56.0,1966-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000156,0.882,0.225,2.043,2.626,0.46,174.889,34.709,0.061,2.957,10.37,1.722,60.697,6.728,0.007,3.926,2.049,0.522,0.314,0.096,14.899,1.217,Summer,202.218,3.452,Fall,46.0,1976-01-02 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000157,0.775,0.197,1.341,2.837,0.421,172.912,36.843,0.019,2.732,12.401,1.722,80.176,7.646,0.023,3.889,2.056,0.529,0.318,0.093,14.94,1.212,Summer,202.504,3.463,Fall,35.0,1987-01-02 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000158,0.761,0.231,1.27,1.491,0.639,178.567,26.495,0.271,2.2,0.096,1.5,0.546,2.125,0.0,3.304,2.095,0.634,0.332,0.076,15.294,1.213,Summer,208.055,3.567,Fall,32.0,1990-11-07 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000159,0.488,0.153,1.69,1.707,0.666,175.978,28.441,0.089,1.278,0.065,1.0,19.76,10.57,0.02,3.227,2.107,0.653,0.337,0.072,15.525,1.207,Summer,208.913,3.584,Fall,46.0,1976-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000160,2.205,0.766,0.995,0.587,0.897,186.556,17.375,1.215,3.258,0.043,2.0,4.63,213.0,0.013,2.927,2.144,0.733,0.357,0.062,16.6,1.213,Summer,216.301,3.698,Fall,46.0,1976-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000161,0.911,0.281,1.315,1.377,0.764,182.121,26.045,0.302,2.005,0.045,1.0,2.866,7.111,0.0,3.226,2.125,0.659,0.352,0.066,15.634,1.207,Summer,209.157,3.574,Fall,67.0,1955-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000162,1.918,0.655,0.971,1.091,0.649,170.66,22.673,0.783,4.657,3.078,1.389,0.039,1.0,0.0,2.977,2.105,0.707,0.332,0.073,16.206,1.205,Summer,212.159,3.64,Fall,51.0,1971-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000163,1.475,0.5,0.775,1.038,0.69,177.889,22.021,0.616,3.252,1.674,1.351,1.5,6.273,0.0,2.977,2.105,0.707,0.332,0.073,16.206,1.205,Summer,212.159,3.64,Fall,46.0,1976-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000164,1.431,0.483,1.059,1.095,0.62,169.765,23.376,0.553,3.486,4.4,1.467,0.029,1.0,0.0,2.975,2.106,0.708,0.333,0.072,16.178,1.206,Summer,213.144,3.656,Fall,35.0,1987-01-02 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000165,0.811,0.285,0.708,1.215,0.579,171.41,30.49,0.274,2.129,5.62,1.721,2.05,3.115,0.0,2.926,2.145,0.733,0.357,0.062,16.641,1.211,Summer,216.41,3.7,Fall,40.0,1982-07-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
AT000166,1.386,0.478,0.926,0.836,0.726,174.044,21.701,0.726,2.914,2.022,1.329,,,0.0,2.936,2.123,0.723,0.343,0.068,16.464,1.219,Summer,214.26,3.669,Fall,46.0,1976-01-01 00:00:00,2021-12-31 00:00:00,74.0,1950-01-01 00:00:00,2023-06-30 00:00:00
