basin_id,ele_mt_max,ele_mt_mean,ele_mt_min,slp_dg_mean,flat_area_fra,steep_area_fra,elon_ratio,strm_dens
AT000370,4020.411,787.846,137.265,9.968,36.447,24.688,0.524,0.186
AT000371,374.755,263.88,171.77,4.271,38.181,0.211,0.619,0.145
AT000372,374.755,200.095,148.112,2.016,74.222,0.151,0.526,0.179
AT000373,374.755,194.26,142.114,1.818,77.036,0.134,0.488,0.213
AT000374,1109.94,828.002,622.768,7.06,15.419,3.839,0.68,0.14
AT000375,1058.038,697.468,482.197,6.385,27.117,5.366,0.62,0.141
AT000376,712.496,599.253,539.626,2.984,58.934,0.046,0.464,0.159
AT000377,712.496,610.419,546.804,3.17,54.626,0.0,0.454,0.205
AT000378,739.474,581.263,480.023,2.887,61.451,0.035,0.454,0.217
AT000379,726.379,609.915,500.722,3.489,49.869,0.054,0.44,0.245
AT000380,704.27,580.236,495.22,2.388,74.18,0.025,0.56,0.148
AT000381,726.657,572.48,461.29,3.604,51.607,0.174,0.555,0.137
AT000382,852.016,556.131,411.844,3.844,46.968,0.244,0.581,0.179
AT000383,852.016,554.677,402.116,3.508,53.378,0.284,0.528,0.179
AT000384,720.84,550.272,437.91,2.884,64.966,0.033,0.662,0.134
AT000385,852.016,526.003,281.098,3.541,55.77,1.027,0.647,0.194
AT000386,557.666,457.344,271.396,3.295,61.858,1.261,0.538,0.147
AT000387,557.666,339.227,200.373,2.954,65.036,0.437,0.529,0.162
AT000388,484.598,239.981,183.038,1.864,82.11,0.014,0.44,0.136
AT000389,852.016,422.868,149.521,4.034,50.721,1.978,0.607,0.195
AT000390,1497.668,399.613,143.471,4.828,46.165,4.603,0.606,0.191
AT000391,496.282,302.487,215.046,4.728,27.03,0.278,0.631,0.146
AT000392,496.282,249.865,153.696,3.614,46.403,0.117,0.592,0.158
AT000393,1497.668,389.865,139.701,4.732,47.14,4.456,0.624,0.189
AT000394,307.839,223.366,169.363,3.246,51.202,0.037,0.728,0.056
AT000395,4020.411,701.301,137.265,8.829,39.108,20.38,0.489,0.187
AT000397,1427.261,837.239,602.143,17.319,2.573,60.433,0.59,0.122
AT000398,2000.417,1138.679,582.447,24.663,0.991,81.761,0.61,0.073
AT000399,2032.664,949.699,571.776,20.405,1.914,69.654,0.62,0.12
AT000400,2058.05,968.765,439.093,20.445,2.5,68.401,0.589,0.142
AT000401,2056.723,867.312,459.472,18.96,5.012,63.444,0.611,0.133
AT000402,2058.05,866.397,346.123,17.647,8.274,56.663,0.608,0.15
AT000403,1736.797,920.411,443.453,14.648,2.096,47.463,0.635,0.15
AT000404,1587.708,917.308,451.569,16.209,2.517,57.434,0.649,0.151
AT000405,1736.797,855.881,386.603,14.965,2.822,49.355,0.708,0.155
AT000406,876.805,596.411,371.507,11.309,5.359,24.437,0.609,0.165
AT000407,1736.797,755.588,310.06,13.592,5.091,40.814,0.573,0.18
AT000408,2058.05,791.743,267.265,15.398,9.433,47.438,0.588,0.161
AT000409,2058.05,782.472,240.634,15.147,10.929,46.602,0.649,0.165
AT000410,1113.848,441.847,257.998,6.86,44.208,12.458,0.598,0.29
AT000411,1122.146,429.7,257.998,5.8,55.39,11.631,0.628,0.207
AT000417,2058.05,693.467,191.905,12.788,23.256,38.205,0.64,0.185
AT000418,2058.05,598.957,140.549,10.758,32.968,30.849,0.431,0.186
AT000421,2058.05,567.565,128.809,10.04,37.565,28.671,0.436,0.182
AT000423,861.971,558.691,303.674,9.316,9.389,15.227,0.443,0.194
AT000424,861.971,457.241,233.188,6.949,24.269,8.519,0.499,0.198
AT000425,763.856,450.348,242.33,7.617,22.447,10.555,0.505,0.167
AT000426,728.949,385.646,224.24,7.705,19.056,9.087,0.663,0.068
AT000427,728.949,304.444,168.13,5.0,45.217,4.194,0.66,0.141
AT000428,728.949,296.074,146.723,4.751,48.446,3.937,0.648,0.162
AT000429,728.949,259.592,125.92,4.028,55.069,2.593,0.619,0.177
AT000430,524.502,274.479,190.192,4.382,48.049,0.92,0.443,0.0
AT000431,1525.516,852.754,584.882,13.177,5.592,36.282,0.599,0.049
AT000432,1525.516,860.258,570.151,14.029,5.273,40.82,0.641,0.061
AT000433,1525.516,782.759,398.542,13.165,6.172,36.049,0.613,0.13
AT000434,1517.57,808.259,402.542,14.701,9.735,49.647,0.498,0.253
AT000435,1525.516,764.579,371.922,13.082,9.189,37.71,0.635,0.189
AT000436,1450.235,556.329,353.703,8.592,11.004,8.722,0.546,0.157
AT000437,1525.516,652.48,321.302,10.939,12.479,24.983,0.583,0.184
AT000438,1525.516,574.645,276.779,9.902,14.887,18.898,0.522,0.173
AT000439,1525.516,496.515,232.138,9.144,17.291,14.559,0.492,0.163
AT000440,1735.965,866.5,422.013,11.937,4.39,28.144,0.72,0.139
AT000441,1735.965,839.918,369.364,11.469,6.683,26.412,0.616,0.165
AT000442,1012.474,480.149,337.056,4.931,27.457,0.502,0.47,0.186
AT000443,1735.965,704.151,296.081,9.183,16.507,17.855,0.557,0.207
AT000444,1098.949,744.995,437.133,11.463,2.508,23.417,0.623,0.0
AT000445,1268.804,711.065,399.534,10.093,5.849,17.025,0.802,0.055
AT000446,1268.804,521.721,283.424,7.756,18.678,9.698,0.797,0.158
AT000447,1735.965,575.758,233.284,7.758,23.628,12.11,0.559,0.211
AT000448,1736.797,1273.866,861.101,18.459,0.692,69.133,0.62,0.164
AT000449,1765.428,997.054,469.059,15.582,1.876,50.357,0.555,0.171
AT000450,997.395,394.258,277.936,7.137,17.304,4.065,0.518,0.167
AT000451,1765.428,604.029,224.932,8.962,21.961,18.222,0.611,0.208
AT000452,1590.372,745.342,390.058,11.446,5.448,25.022,0.528,0.144
AT000453,1590.372,659.749,305.729,9.579,15.835,19.059,0.417,0.196
AT000454,824.401,444.186,284.579,6.495,22.009,5.707,0.516,0.197
AT000455,1590.372,491.798,242.185,6.894,28.979,9.622,0.46,0.231
AT000456,890.657,538.73,320.693,10.8,4.747,20.659,0.56,0.131
AT000457,890.657,460.212,250.756,8.161,19.983,12.565,0.482,0.167
AT000458,1590.372,468.047,242.185,6.973,29.181,9.808,0.554,0.21
AT000459,1590.372,431.494,200.764,6.244,35.314,8.2,0.511,0.207
AT000460,461.751,334.88,236.868,4.581,37.996,0.289,0.493,0.17
AT000461,461.751,328.994,226.72,4.522,39.313,0.315,0.461,0.208
AT000462,461.751,298.072,210.043,5.285,30.668,0.384,0.579,0.17
AT000463,461.751,288.94,199.407,5.072,32.513,0.315,0.538,0.17
AT000464,893.344,622.445,414.458,10.814,4.521,20.589,0.663,0.106
AT000465,893.344,551.681,288.95,10.057,7.608,17.378,0.525,0.159
AT000466,2981.012,2041.659,1126.663,28.806,0.74,91.385,0.644,0.114
AT000467,2694.988,1830.298,1057.948,26.017,0.944,87.377,0.572,0.139
AT000468,2981.012,1846.651,1043.3,26.665,1.512,87.556,0.706,0.162
AT000469,2981.012,1748.803,1009.401,24.395,3.834,81.123,0.541,0.171
AT000470,2639.333,1798.663,1112.456,25.018,1.735,81.52,0.558,0.163
AT000471,2593.484,1821.932,1093.788,25.897,1.394,81.985,0.599,0.136
AT000472,2835.195,1757.275,1054.772,26.825,1.813,77.905,0.493,0.204
AT000473,2835.195,1866.801,1111.189,27.979,0.9,84.131,0.6,0.142
AT000474,2835.195,1730.859,1020.756,24.102,3.749,74.351,0.607,0.191
AT000475,2243.779,1647.969,975.783,19.682,2.099,71.848,0.705,0.157
AT000476,2981.012,1695.737,933.35,22.808,3.61,74.425,0.656,0.177
AT000477,2981.012,1628.009,770.138,21.601,2.789,73.822,0.579,0.168
AT000478,2525.647,1455.716,758.214,22.088,2.887,76.415,0.528,0.174
AT000479,2981.012,1549.416,693.972,21.216,3.064,73.377,0.555,0.174
AT000480,2337.078,1702.156,1223.054,24.532,0.817,82.48,0.716,0.009
AT000481,2371.861,1488.165,791.124,22.227,2.425,80.076,0.63,0.165
AT000482,2981.012,1509.236,649.98,21.022,3.843,73.374,0.533,0.179
AT000483,2373.12,1284.154,709.214,16.713,2.735,60.389,0.663,0.113
AT000484,2396.356,1522.784,751.218,22.12,1.355,76.827,0.718,0.152
AT000485,2396.356,1288.58,650.783,23.203,2.166,82.784,0.716,0.128
AT000486,2181.607,1156.277,597.942,22.691,3.701,77.97,0.601,0.148
AT000487,1877.04,1222.764,858.571,21.479,1.491,74.668,0.621,0.098
AT000488,1901.943,1192.864,715.948,21.504,1.708,74.72,0.788,0.143
AT000489,1994.443,1088.832,567.553,19.114,3.283,68.422,0.647,0.144
AT000490,1551.281,1025.259,597.711,19.427,1.131,76.337,0.787,0.099
AT000491,2262.57,1181.659,542.901,22.536,2.137,76.579,0.616,0.152
AT000492,2262.57,1067.843,482.272,19.656,3.873,69.625,0.61,0.151
AT000493,2085.61,1109.487,509.127,22.463,2.858,76.471,0.478,0.195
AT000494,2981.012,1297.737,472.427,20.199,4.957,70.989,0.436,0.171
AT000495,1976.292,987.258,400.676,21.548,2.178,81.4,0.545,0.184
AT000496,2981.012,1261.802,381.042,20.24,4.823,71.341,0.454,0.171
AT000498,2981.012,1242.836,349.826,20.019,5.038,70.294,0.449,0.171
AT000499,2981.012,1207.198,294.965,19.389,7.008,67.559,0.441,0.172
AT000500,1829.281,908.811,385.942,18.273,4.816,68.012,0.697,0.164
AT000501,1020.28,540.366,361.619,10.65,9.856,22.665,0.49,0.149
AT000502,1955.163,812.846,319.922,13.373,9.229,39.845,0.65,0.204
AT000503,510.312,380.148,291.938,7.217,21.749,5.294,0.51,0.155
AT000504,1681.866,779.963,330.827,11.922,5.046,28.384,0.517,0.188
AT000505,2098.097,1239.592,407.137,16.314,1.109,56.489,0.511,0.185
AT000506,1181.512,608.717,347.392,12.319,4.559,31.613,0.707,0.098
AT000507,1181.512,487.062,293.978,10.93,10.509,24.772,0.493,0.15
AT000508,1848.009,1016.022,325.403,14.752,5.55,47.902,0.478,0.287
AT000509,1534.535,823.896,331.529,13.407,6.884,38.488,0.505,0.255
AT000510,1848.009,753.311,292.556,11.134,16.092,29.863,0.54,0.235
AT000511,1458.592,541.819,289.388,8.281,19.013,11.233,0.58,0.144
AT000512,588.115,345.92,284.463,6.506,18.928,1.864,0.43,0.098
AT000513,1848.009,582.64,270.988,8.888,21.13,17.225,0.551,0.208
AT000514,2098.097,585.677,260.573,9.797,18.134,21.601,0.775,0.212
AT000515,502.247,349.817,259.634,6.003,31.959,4.312,0.491,0.188
AT000516,2981.012,1052.125,224.513,16.958,10.842,56.304,0.482,0.183
AT000518,464.954,311.476,226.156,6.589,27.323,3.622,0.489,0.25
AT000519,3099.383,1834.78,1098.134,25.177,2.516,79.092,0.656,0.146
AT000520,2931.376,2165.894,1267.148,27.498,0.178,90.957,0.639,0.118
AT000521,3099.383,1945.031,1070.616,25.785,1.621,84.771,0.632,0.147
AT000522,3099.383,1844.61,681.098,26.214,1.493,85.323,0.568,0.145
AT000523,3457.48,2535.645,1336.388,29.473,0.253,90.655,0.738,0.104
AT000524,3625.878,2664.706,1317.611,26.85,0.407,85.249,0.603,0.139
AT000525,3625.878,2293.002,926.061,28.376,0.444,88.605,0.676,0.124
AT000526,3605.863,2584.046,1685.958,24.98,0.833,82.163,0.656,0.053
AT000527,3605.863,2461.087,1503.338,25.855,0.94,84.226,0.547,0.106
AT000528,3625.878,2258.81,923.363,27.912,0.864,87.597,0.829,0.129
AT000529,3478.729,2232.285,1092.092,27.417,0.721,88.127,0.527,0.136
AT000530,3522.552,2448.239,1499.512,29.658,0.34,88.978,0.635,0.11
AT000531,3759.749,2617.606,1497.788,29.34,0.329,84.681,0.517,0.0
AT000532,3759.749,2143.466,673.154,27.685,0.978,87.529,0.697,0.135
AT000533,3759.749,2029.114,661.448,27.062,1.425,86.47,0.717,0.14
AT000534,3166.666,2170.383,1158.881,26.98,0.415,88.521,0.586,0.133
AT000535,3759.749,1973.601,618.655,26.786,2.328,85.492,0.727,0.142
AT000536,3759.749,1871.957,553.719,26.126,3.161,84.249,0.539,0.147
AT000537,3694.652,2464.487,1230.489,25.769,0.821,80.681,0.576,0.107
AT000538,3694.652,2190.27,873.374,26.962,0.852,85.203,0.601,0.12
AT000539,3694.652,1996.22,686.018,26.628,1.157,85.854,0.578,0.13
AT000540,3308.801,2040.056,1175.516,29.489,1.108,89.775,0.516,0.132
AT000541,2944.292,2274.636,1503.072,28.151,0.306,88.869,0.684,0.0
AT000542,3694.652,1933.782,615.242,27.285,1.379,86.884,0.599,0.131
AT000543,3759.749,1879.579,544.165,26.408,2.733,84.841,0.646,0.143
AT000544,3002.004,1995.89,1185.941,28.401,0.796,88.42,0.528,0.175
AT000545,3002.004,1706.838,742.321,22.255,0.65,81.301,0.546,0.16
AT000546,3329.967,2658.004,1985.513,20.955,1.72,73.947,0.626,0.0
AT000547,3329.967,2222.133,844.808,26.951,1.393,88.182,0.594,0.141
AT000548,3329.967,1980.967,741.903,26.417,2.466,86.183,0.568,0.153
AT000549,2299.711,1843.565,1309.105,22.691,0.243,88.694,0.719,0.0
AT000550,2429.78,1496.493,593.174,22.553,1.403,84.373,0.73,0.119
AT000551,2429.78,1349.519,581.227,20.28,6.317,74.422,0.67,0.128
AT000552,3329.967,1653.408,576.583,22.967,2.846,80.446,0.577,0.155
AT000553,3759.749,1813.636,524.834,25.486,3.13,83.348,0.576,0.147
AT000554,2201.52,1267.266,693.596,23.402,5.006,78.992,0.527,0.161
AT000555,1896.183,1132.042,647.369,18.634,2.496,71.968,0.529,0.21
AT000556,1896.183,981.766,543.904,15.925,8.561,57.095,0.498,0.275
AT000557,1907.911,861.881,490.942,14.913,17.301,50.256,0.588,0.243
AT000558,2134.196,1183.071,511.011,19.991,2.204,74.368,0.649,0.129
AT000559,2666.646,1798.34,1091.524,25.987,0.663,84.821,0.794,0.097
AT000560,2704.855,1638.73,699.087,26.435,0.727,86.0,0.552,0.124
AT000561,2733.293,1472.42,591.662,25.044,4.343,80.474,0.475,0.125
AT000562,2049.783,1049.737,580.632,18.414,5.588,61.304,0.466,0.194
AT000563,2733.293,1334.867,545.072,22.945,7.098,73.579,0.397,0.145
AT000564,2658.196,1245.243,594.28,25.857,2.392,77.047,0.655,0.157
AT000565,2733.293,1250.029,501.882,22.344,8.198,70.291,0.389,0.147
AT000566,2152.123,1185.641,581.109,24.498,1.347,81.187,0.944,0.035
AT000567,2057.269,1112.466,536.513,22.983,0.444,83.62,0.647,0.152
AT000568,2164.123,1081.797,464.857,23.282,0.656,83.611,0.625,0.122
AT000569,2321.281,1590.485,972.5,19.915,2.129,74.355,0.846,0.127
AT000570,2321.281,1549.983,934.386,19.64,2.406,73.121,0.827,0.144
AT000571,2081.915,1287.574,806.641,18.456,0.531,72.641,0.583,0.074
AT000572,2321.281,1339.253,694.215,18.491,2.895,69.142,0.689,0.151
AT000573,2094.998,1270.27,730.71,20.313,1.076,78.483,0.719,0.133
AT000574,2281.141,1159.531,652.108,13.378,6.531,36.94,0.787,0.082
AT000575,2281.141,1149.801,603.475,16.894,5.214,59.098,0.648,0.131
AT000576,2321.281,1185.756,578.71,17.188,4.511,61.902,0.531,0.153
AT000577,2321.281,1130.537,508.093,16.314,6.184,57.199,0.677,0.165
AT000578,2379.271,1338.77,783.714,16.436,2.776,60.549,0.59,0.137
AT000579,2379.271,1235.457,499.034,16.608,2.249,60.597,0.514,0.156
AT000580,1333.552,778.665,502.916,12.028,11.215,32.718,0.489,0.211
AT000581,1331.787,907.731,518.419,14.813,3.937,46.696,0.482,0.222
AT000582,1333.552,794.181,458.422,12.388,12.352,35.542,0.543,0.201
AT000583,1042.045,592.921,450.439,7.67,18.997,9.392,0.607,0.134
AT000584,1333.552,721.187,438.015,10.904,17.63,28.816,0.604,0.201
AT000585,916.231,613.325,441.266,9.049,19.106,16.202,0.689,0.084
AT000586,804.329,605.464,450.077,9.809,9.866,17.147,0.686,0.0
AT000587,1063.886,581.889,428.951,7.454,28.064,11.794,0.541,0.137
AT000588,1333.552,671.752,406.998,9.604,23.116,22.917,0.692,0.186
AT000589,2379.271,958.267,391.509,13.705,13.077,44.393,0.656,0.176
AT000590,2059.693,963.562,507.815,20.377,8.98,69.184,0.599,0.0
AT000591,1880.842,1142.082,523.863,16.316,0.875,56.83,0.514,0.096
AT000592,3759.749,1344.504,336.748,20.275,9.242,65.572,0.544,0.162
AT000593,2362.109,1296.075,669.448,16.992,1.86,62.623,0.637,0.109
AT000594,1769.275,1192.445,699.412,12.38,1.743,28.042,0.579,0.147
AT000595,2362.109,1203.744,520.911,15.433,2.176,51.223,0.513,0.137
AT000596,2028.354,1122.396,458.069,18.268,2.924,69.73,0.481,0.188
AT000597,2362.109,1130.218,409.671,15.366,5.728,51.853,0.814,0.144
AT000598,1225.745,663.968,376.33,14.388,3.674,45.299,0.519,0.203
AT000599,2362.109,1024.494,353.833,14.649,8.191,48.333,0.613,0.145
BA000001,1918.387,912.619,306.281,11.995,11.993,30.986,0.524,0.154
BA000002,1937.452,919.521,244.375,11.73,12.586,30.12,0.593,0.15
BA000003,1614.817,713.99,176.478,12.236,9.815,31.727,0.574,0.176
BA000004,1937.452,725.543,155.699,11.158,12.211,26.742,0.716,0.16
BA000005,1576.809,595.113,178.521,11.328,9.172,26.69,0.552,0.12
BA000006,2094.916,1073.395,514.277,16.191,6.88,52.684,0.648,0.148
BA000007,2094.916,998.173,347.512,15.096,8.092,46.164,0.547,0.162
BA000008,2066.372,1089.483,482.677,14.282,8.865,43.855,0.6,0.191
BA000009,2066.372,1030.682,475.283,13.037,9.188,35.652,0.694,0.182
BA000010,2069.951,908.702,313.547,14.951,6.112,45.963,0.578,0.178
BA000011,2069.951,840.955,164.343,14.742,5.91,44.952,0.643,0.174
BA000012,1933.579,899.553,357.403,15.817,5.136,50.729,0.609,0.157
BA000013,1280.832,726.841,220.223,17.603,1.278,63.127,0.614,0.131
BA000014,1527.0,972.828,527.622,9.739,9.699,16.906,0.67,0.164
BA000015,2069.951,865.383,201.817,15.454,5.635,48.92,0.63,0.175
BA000016,1009.977,382.633,199.749,7.777,32.491,14.241,0.635,0.127
BA000017,1319.774,429.007,137.851,9.868,20.729,22.505,0.578,0.152
BA000018,1319.774,395.075,117.354,9.592,19.236,20.027,0.567,0.154
BA000019,2197.308,1002.323,13.669,16.73,7.535,50.405,0.544,0.158
BA000020,941.955,365.448,174.017,10.085,10.566,20.055,0.85,0.119
BA000021,1913.474,892.445,37.123,9.732,14.274,19.625,0.668,0.179
BA000022,1913.474,748.549,29.984,9.239,16.87,17.693,0.738,0.207
BA000023,499.291,328.369,36.766,16.169,3.055,47.043,0.589,0.0
BA000024,1332.748,548.832,101.671,7.905,29.639,15.562,0.576,0.203
BA000025,1332.748,485.862,53.232,7.817,32.865,16.305,0.585,0.214
BA000026,2197.308,1042.369,35.03,17.617,5.746,54.066,0.517,0.152
BA000027,2056.715,1227.699,560.21,15.304,3.854,47.995,0.637,0.118
BA000028,2056.715,998.959,505.045,12.996,5.904,34.845,0.601,0.132
BA000029,2066.372,1114.11,500.816,14.983,5.071,47.021,0.568,0.174
BA000030,1896.515,1237.14,806.495,16.749,1.877,60.033,0.696,0.131
BA000031,2056.733,1146.953,605.834,15.038,4.055,45.19,0.588,0.159
BA000032,1889.547,1084.2,544.654,12.335,5.814,28.903,0.608,0.132
BA000033,1527.0,847.611,205.622,12.808,6.359,34.086,0.461,0.168
BA000034,1439.795,944.514,534.406,9.445,10.113,15.129,0.828,0.16
BA000035,1527.0,1013.449,546.408,9.989,9.352,18.456,0.499,0.154
BA000036,1918.387,818.442,204.027,11.534,13.907,29.164,0.45,0.164
BA000037,1846.976,960.72,512.488,16.669,2.492,53.931,0.748,0.132
BA000038,1948.56,759.54,129.16,10.285,17.859,23.632,0.527,0.176
BA000039,1845.476,1019.937,464.275,11.214,13.709,27.416,0.584,0.14
BA000040,2069.951,902.46,306.09,15.01,5.988,46.323,0.589,0.179
BA000041,789.842,378.769,173.499,9.055,7.338,8.843,0.501,0.129
BA000042,2468.851,1239.15,334.495,16.008,5.69,48.034,0.544,0.172
BA000043,1713.758,1174.32,734.165,6.496,25.033,6.476,0.7,0.101
BA000044,2197.308,1056.396,51.837,17.826,5.42,54.877,0.508,0.15
BA000045,514.552,252.334,136.998,10.402,7.028,19.428,0.628,0.155
BA000046,1333.599,704.694,207.877,17.344,17.841,55.961,0.752,0.0
BA000047,2836.227,427.68,76.699,8.701,29.509,18.671,0.554,0.19
BA000048,2836.227,468.253,76.699,9.414,26.442,21.707,0.522,0.187
BA000049,514.552,339.533,253.651,6.071,23.954,3.4,0.593,0.131
BA000050,1918.387,985.339,318.26,11.759,12.659,30.012,0.5,0.153
BA000051,2094.916,1281.568,666.447,19.063,2.491,64.069,0.659,0.138
BA000052,2069.951,1201.816,580.947,22.811,0.484,83.105,0.765,0.091
BA000053,1400.966,757.005,262.142,18.38,1.536,65.437,0.655,0.127
BA000054,1918.387,902.969,294.186,12.04,11.864,31.151,0.519,0.157
BA000055,2066.372,1089.483,482.677,14.282,8.865,43.855,0.6,0.191
BA000056,2069.951,962.931,404.462,14.572,6.933,43.878,0.594,0.183
BA000057,919.171,799.511,718.376,5.956,14.898,1.41,0.744,0.0
BA000058,1889.547,1029.656,479.855,12.087,8.376,28.51,0.568,0.155
BA000059,1948.56,793.852,147.414,10.503,17.609,24.72,0.523,0.176
BA000060,1440.285,961.319,475.54,17.809,1.751,62.339,0.558,0.179
BA000061,1461.793,930.982,438.937,15.72,4.912,48.289,0.503,0.184
BA000062,2069.951,906.781,415.783,16.308,5.046,54.138,0.557,0.156
BA000063,1319.774,561.696,192.482,13.935,5.924,41.265,0.815,0.137
BA000064,1371.788,1170.878,730.752,6.849,19.01,7.012,0.514,0.0
BA000065,2041.76,1123.562,302.83,13.8,9.108,39.361,0.559,0.134
BA000066,469.441,203.002,48.387,10.592,28.98,30.816,0.763,0.0
BA000067,1607.48,917.898,482.754,11.984,14.538,29.548,0.42,0.278
BA000068,1889.547,1091.545,570.548,12.22,6.266,28.344,0.662,0.133
BA000069,1889.547,1062.461,528.261,12.491,5.967,30.024,0.743,0.135
BA000070,1527.0,917.406,324.376,12.289,7.155,31.311,0.539,0.166
BA000071,1444.023,934.788,394.53,16.624,2.897,54.459,0.59,0.194
BA000072,861.246,393.615,202.426,10.847,7.886,24.771,0.561,0.158
BA000073,1918.387,848.243,221.987,11.731,12.749,29.86,0.489,0.163
BA000074,2090.202,1294.162,662.2,17.905,2.164,61.288,0.83,0.136
BA000075,1403.875,807.988,59.024,11.793,14.163,28.132,0.438,0.243
BA000076,1187.356,616.591,218.401,14.452,3.813,40.161,0.603,0.153
BA000077,506.805,340.509,153.194,6.493,28.96,7.77,0.584,0.0
BA000078,1751.293,1020.412,570.17,16.789,6.119,56.316,0.635,0.136
BA000079,869.802,642.923,255.474,8.981,10.803,11.837,0.375,0.0
BA000080,1480.661,759.845,349.507,12.455,10.601,32.893,0.736,0.151
BA000081,2069.951,934.447,373.797,14.515,6.822,43.521,0.633,0.185
BA000082,1717.504,770.875,67.931,12.385,8.509,32.713,0.494,0.192
BA000083,1576.809,739.404,195.672,11.839,7.789,28.904,0.582,0.058
BA000084,2094.916,1123.477,554.534,16.879,5.752,56.096,0.654,0.146
BA000085,2069.951,841.637,165.8,14.747,5.894,44.975,0.643,0.174
BA000086,1351.94,782.029,390.836,15.998,1.655,50.201,0.516,0.123
BA000087,1896.515,1050.926,687.614,15.439,3.085,54.007,0.614,0.094
BA000088,795.848,431.91,165.478,8.683,15.083,12.749,0.611,0.142
BA000089,2069.951,881.915,225.029,15.408,5.701,48.445,0.615,0.176
BA000090,1400.966,524.659,152.789,13.465,9.24,40.538,0.631,0.143
BA000091,1889.547,1041.952,498.186,12.296,6.911,29.159,0.607,0.146
BEVL0145,200.566,51.462,5.529,1.338,89.678,0.063,0.635,0.191
BEVL0146,161.465,57.097,-99.899,1.736,87.92,0.099,0.659,0.143
BEVL0147,210.919,75.385,-9.855,1.564,90.266,0.021,0.589,0.182
BEVL0148,173.611,23.05,-10.407,0.896,97.286,0.006,0.53,0.183
BEVL0149,27.703,6.27,1.402,0.384,99.775,0.0,0.511,0.005
BEVL0150,161.465,48.345,-99.899,1.684,88.021,0.057,0.575,0.159
BEVL0151,177.352,99.261,-60.134,2.38,74.35,0.151,0.634,0.174
BEVL0152,173.491,65.257,4.949,1.438,91.838,0.022,0.634,0.207
BEVL0153,200.566,44.086,3.964,1.201,91.876,0.047,0.52,0.186
BEVL0154,30.582,7.197,0.036,0.381,99.971,0.0,0.521,0.155
BEVL0155,210.919,61.053,-9.855,1.385,91.222,0.03,0.634,0.185
BEVL0156,177.352,82.497,-60.134,2.235,76.861,0.094,0.58,0.175
BEVL0157,58.105,24.641,3.093,0.532,99.515,0.0,0.63,0.199
BEVL0158,200.566,45.158,3.964,1.225,91.569,0.048,0.532,0.187
BEVL0159,177.352,86.91,-60.134,2.303,75.699,0.111,0.577,0.172
BEVL0160,173.491,68.296,8.353,1.426,92.162,0.024,0.611,0.202
BEVL0161,210.919,79.315,-9.855,1.501,91.733,0.023,0.584,0.186
BEVL0162,72.463,28.646,3.177,0.712,99.03,0.0,0.515,0.219
